"sex","birth","marriage","religion","income"
2,1948,2,1,NA
1,1931,1,1,NA
1,1932,1,2,NA
2,1940,1,2,NA
2,1941,2,2,NA
1,1999,0,2,NA
2,2002,0,2,NA
2,1940,2,2,NA
1,1940,1,1,NA
2,1947,1,1,NA
1,1944,1,1,NA
2,1949,1,1,NA
1,1934,1,1,NA
2,1936,1,1,NA
1,1933,1,2,NA
2,1937,1,2,NA
2,1927,2,2,NA
1,1945,1,1,NA
2,1950,1,1,NA
1,1972,3,1,180
2,1952,2,2,84
1,1949,1,1,NA
2,1957,1,1,NA
2,1982,1,2,NA
2,1924,2,1,NA
1,1982,1,2,216
1,2012,0,2,NA
1,1935,1,2,NA
2,1944,1,1,NA
1,1932,2,1,NA
1,1966,3,2,133.7
2,1995,5,2,168
2,1999,0,2,NA
2,1940,2,1,NA
1,1936,1,2,NA
2,1946,1,2,NA
2,1947,2,1,NA
1,1980,1,1,NA
2,1983,1,1,NA
1,2010,0,1,NA
1,2011,0,1,NA
1,1947,1,2,NA
2,1952,1,1,NA
2,1934,1,2,NA
1,1931,2,1,NA
1,1961,5,1,NA
1,1960,3,2,NA
2,1927,2,2,NA
1,1952,1,2,NA
2,1955,1,1,NA
2,1923,2,1,NA
1,1960,1,1,85
2,1969,1,1,70
1,1997,5,2,NA
2,1998,0,2,NA
1,2000,0,2,NA
2,1949,2,1,NA
2,1942,2,1,NA
2,1921,2,1,NA
2,1931,2,1,NA
2,1940,2,1,NA
2,1940,2,1,NA
2,1939,2,1,NA
2,1938,2,1,NA
1,1967,3,2,NA
1,1996,5,2,NA
1,1978,1,2,428.7
2,1977,1,2,277.3
1,2006,0,2,NA
1,2008,0,2,NA
2,2012,0,2,NA
2,1983,3,1,NA
2,1981,1,2,170.4
1,1977,1,2,NA
1,2007,0,2,NA
2,2009,0,2,NA
2,1941,2,1,NA
1,1976,1,2,513.1
2,1977,1,2,340.5
1,2007,0,2,NA
1,2009,0,2,NA
1,1976,1,2,343.3
2,1978,1,2,NA
2,2009,0,2,NA
2,2013,0,2,NA
1,1958,1,1,596
2,1958,1,1,108
1,1984,5,1,279
1,1991,5,1,NA
2,1932,2,1,NA
2,1999,0,1,NA
1,1954,5,2,NA
1,1940,1,1,NA
2,1944,1,1,NA
1,1973,1,2,100
2,1969,2,2,110
1,1996,5,2,NA
2,1999,0,2,NA
2,1980,1,1,128
1,2009,0,2,NA
1,1972,1,1,292
2,1972,1,1,150
1,1998,0,1,NA
2,2002,0,1,NA
2,2005,0,1,NA
1,1959,4,1,NA
1,1943,1,1,NA
2,1941,1,1,NA
2,1940,2,1,NA
1,1940,1,1,NA
2,1945,1,1,NA
1,1972,5,1,NA
2,2000,0,1,NA
1,1957,1,1,250
2,1963,1,1,80
1,1986,1,2,250
1,1989,1,2,228
1,1997,5,2,201.2
2,1980,1,2,56
2,2014,0,2,NA
2,1988,1,2,138
2,2014,0,2,NA
1,1962,1,1,606.2
2,1967,1,1,116.4
2,1997,5,1,NA
2,1998,0,1,NA
1,2006,0,1,NA
1,1962,1,2,593.8
2,1964,1,2,162.7
1,1991,5,2,153.7
2,1993,5,2,130
2,1956,2,2,NA
1,1983,5,2,NA
1,1968,1,2,NA
2,1974,1,2,NA
1,2009,0,2,NA
2,2012,0,2,NA
1,1976,3,2,240
2,1942,1,1,NA
2,1983,5,2,275
1,1945,1,2,NA
1,2011,0,2,NA
1,1959,1,1,NA
2,1960,1,1,NA
1,1987,1,2,252.5
1,1989,5,2,150
2,1956,3,2,100
2,1942,4,1,35
2,1935,2,1,NA
2,1946,2,1,67.8
1,1939,1,1,NA
2,1947,1,1,NA
1,1973,3,2,180
2,2008,0,2,NA
2,2010,0,2,NA
1,1970,1,1,473.8
2,1971,1,1,NA
1,2003,0,1,NA
1,2005,0,1,NA
1,1947,1,1,NA
2,1950,1,1,NA
1,1973,1,1,NA
2,1973,1,1,188
2,2001,0,1,NA
1,2006,0,1,NA
1,1969,1,2,NA
2,1975,1,2,95
2,2005,0,2,NA
1,2007,0,2,NA
1,1977,1,2,331.3
2,1977,1,2,NA
1,2006,0,2,NA
2,2006,0,2,NA
2,1926,2,1,NA
1,1941,1,1,NA
2,1949,1,1,NA
1,1971,5,1,70
1,1946,1,2,NA
2,1946,1,2,NA
2,1942,2,1,NA
1,1970,5,1,238
1,1959,1,1,NA
2,1962,1,1,110.5
1,1969,1,1,326.6
2,1969,1,1,NA
2,1997,5,1,NA
1,1952,1,1,NA
2,1958,1,1,NA
1,1981,5,1,233.3
2,1930,2,1,NA
1,1932,1,1,NA
2,1935,1,1,NA
1,1930,1,1,NA
2,1933,1,1,NA
1,1960,1,1,NA
2,1961,1,1,NA
1,1988,5,1,258
1,1984,5,1,280.5
1,1955,1,2,NA
2,1958,1,2,NA
1,1980,5,2,NA
1,1982,5,2,NA
1,1941,1,2,NA
2,1944,1,1,NA
1,1972,1,2,NA
2,1975,1,2,NA
1,2004,0,2,NA
1,2005,0,2,NA
2,2009,0,2,NA
2,2012,0,2,NA
1,2014,0,2,NA
2,1932,2,1,NA
1,1955,1,2,NA
2,1954,1,2,NA
1,1947,3,1,NA
2,1944,2,1,NA
2,1927,2,2,NA
1,1932,2,2,NA
1,1973,1,2,NA
2,1972,1,2,204.8
1,2004,0,2,NA
2,2006,0,2,NA
2,1934,2,2,NA
1,1968,1,1,115.6
2,1975,1,1,NA
2,2006,0,1,NA
1,1969,5,1,216
2,1974,1,2,NA
1,1978,1,2,195
2,2011,0,2,NA
1,2014,0,2,NA
2,1949,2,1,NA
2,1924,2,2,NA
1,1932,2,1,NA
2,1941,2,1,NA
1,1970,5,1,NA
1,1939,1,1,NA
2,1936,1,1,NA
2,1932,2,2,NA
2,1937,2,1,NA
2,1925,2,1,NA
2,1951,2,1,33.3
1,1934,2,2,20
1,1946,1,1,NA
2,1950,1,1,NA
1,1933,1,1,NA
2,1937,1,1,NA
1,1965,1,1,222.9
2,1969,1,1,163
2,1996,5,1,188
1,1998,0,1,NA
1,1960,1,2,593.1
2,1966,1,2,NA
1,1987,5,2,100
2,1991,5,2,166.6
1,1932,1,2,NA
2,1935,1,2,NA
1,1952,1,1,120
2,1951,1,1,20
1,1980,1,1,250
2,1979,1,1,261.7
1,2010,0,1,NA
2,2012,0,1,NA
2,1965,1,2,NA
1,1959,1,2,NA
2,2003,0,2,NA
1,1966,5,2,330
1,1967,1,2,280
2,1977,1,2,177
1,2002,0,2,NA
1,2005,0,2,NA
2,1955,2,1,160
2,1934,2,2,NA
2,1939,2,1,NA
1,1967,1,1,NA
2,1976,1,1,NA
2,1997,5,1,NA
1,1998,0,1,NA
1,1960,1,2,207.5
2,1963,1,2,143
1,1943,1,1,NA
2,1948,1,1,NA
1,1979,1,1,525
2,1979,1,1,400
2,1959,1,1,NA
2,1989,5,1,NA
1,1958,1,1,916.6
1,1947,1,1,140
2,1947,1,1,108
1,1976,5,1,258
2,1979,1,2,169
1,1979,1,2,410
2,2008,0,2,NA
1,2014,0,2,NA
1,1969,1,2,NA
2,1970,1,2,405.5
1,1997,5,2,NA
2,1999,0,2,NA
2,1972,3,1,293.3
1,1954,2,1,180
1,1981,5,2,NA
1,1983,1,2,258.8
2,1982,1,2,158
2,2007,0,2,NA
1,2008,0,2,NA
2,1952,4,2,NA
1,1949,1,2,NA
2,1950,1,2,NA
2,1979,1,2,190
1,1977,1,2,437.8
2,2009,0,2,NA
1,1958,1,2,393
2,1953,1,2,20
2,1981,1,2,NA
1,1983,1,2,285
2,1983,1,2,NA
2,2013,0,2,NA
1,1986,1,2,358.8
2,1938,2,2,NA
1,1942,1,1,NA
2,1947,1,1,NA
1,1939,1,1,NA
2,1938,1,1,NA
1,1935,1,2,NA
2,1946,1,2,NA
1,1932,1,1,NA
2,1932,1,1,NA
2,1947,3,1,NA
1,1948,1,2,NA
2,1951,1,2,NA
2,1981,5,2,160
2,1939,2,2,20
1,1947,1,1,NA
2,1952,1,1,NA
2,1924,2,2,NA
2,1939,2,1,NA
1,1939,1,2,NA
2,1944,1,2,NA
1,1968,5,2,NA
2,1921,2,1,NA
2,1950,2,1,37.8
2,1998,0,1,NA
2,2001,0,1,NA
2,1936,2,1,NA
1,1944,1,1,NA
2,1948,1,1,NA
2,1954,2,2,NA
1,1962,1,1,NA
2,1967,1,1,NA
2,1990,5,1,NA
2,1991,5,1,90
1,1994,5,1,NA
1,1935,2,1,NA
2,1968,5,1,139.3
1,1929,1,1,NA
2,1937,1,1,NA
1,1944,1,1,NA
2,1945,1,1,NA
1,1972,1,2,NA
2,1976,1,1,NA
1,1964,1,1,426.8
2,1962,1,1,258
2,1997,5,1,NA
2,1940,2,1,NA
1,1934,2,1,NA
2,1936,2,1,NA
1,1985,5,2,NA
1,1944,2,1,NA
1,1950,1,1,NA
2,1954,1,2,NA
1,1970,5,2,581.3
1,1972,1,1,489.9
2,1974,1,1,NA
2,2007,0,1,NA
1,2008,0,1,NA
2,2012,0,1,NA
1,1968,1,2,220.8
2,1968,1,2,132.1
2,2009,0,2,NA
1,1974,1,2,500
2,1979,1,2,216.3
1,2010,0,2,NA
2,1935,2,1,NA
2,1930,2,1,NA
2,1971,1,1,216.6
2,1995,5,1,NA
1,1971,1,2,NA
1,1962,1,2,180.1
2,1968,1,2,NA
1,1978,1,2,NA
2,1971,1,1,115
2,2006,0,1,NA
1,1960,1,1,NA
2,1962,1,1,NA
1,1995,5,1,100.8
1,1941,1,1,NA
2,1944,1,1,NA
2,1931,2,2,20
1,1935,1,2,NA
2,1940,1,1,NA
2,1933,2,1,NA
1,1940,1,2,NA
2,1953,1,1,NA
1,1979,1,2,323
1,1939,1,1,NA
2,1950,1,1,NA
2,1942,1,2,20
1,1969,1,1,256
2,1980,1,1,173
2,2004,0,1,NA
1,2006,0,1,NA
1,1982,1,2,410
2,1983,1,2,NA
1,2012,0,2,NA
1,2012,0,2,NA
1,1975,5,2,NA
2,1944,2,2,NA
1,1964,4,2,NA
1,1996,5,2,NA
1,1997,5,2,NA
2,1968,3,1,NA
2,1991,5,1,35
1,1935,1,1,NA
2,1943,1,1,NA
2,1938,2,1,NA
2,1937,2,2,NA
1,1972,1,1,NA
2,1972,1,1,NA
2,2004,0,1,NA
1,1968,1,1,260.3
2,1968,1,1,90
1,1996,5,1,98
1,1999,0,1,NA
2,1934,2,1,NA
1,1943,2,1,NA
1,1949,1,1,NA
2,1957,1,1,NA
1,1974,3,1,NA
1,2003,0,1,NA
1,2004,0,1,NA
2,1939,2,1,NA
1,1979,1,1,288.3
2,1979,1,1,136
1,2010,0,1,NA
2,2011,0,1,NA
1,2013,0,1,NA
1,1975,5,2,NA
1,1939,1,2,NA
2,1942,1,2,NA
2,1940,2,1,NA
1,1979,1,1,423.3
2,1980,1,1,303.3
2,2010,0,1,NA
2,2012,0,1,NA
2,2014,0,2,NA
1,1973,1,2,NA
2,1974,1,2,246.3
2,2001,0,2,NA
1,1938,6,2,NA
2,1939,2,2,NA
1,1936,1,2,NA
2,1936,1,2,NA
1,1947,1,1,NA
2,1953,1,1,NA
1,1939,1,1,NA
2,1942,1,1,NA
1,1957,1,2,NA
2,1959,1,1,148.4
2,1983,1,2,230.5
1,1979,1,2,294.4
2,1930,2,1,NA
2,1965,3,1,NA
1,1943,3,1,NA
2,1938,2,1,NA
1,1937,2,2,NA
2,1931,2,2,NA
2,1939,2,2,NA
1,1965,5,2,NA
2,1949,2,1,NA
2,1949,2,2,NA
1,1957,1,2,200
2,1961,1,2,473
2,1986,5,2,228.4
1,1991,5,2,180
1,1952,1,1,150
2,1957,1,1,145
1,1941,1,1,NA
2,1939,1,1,NA
2,1951,2,1,NA
1,1980,1,2,474
2,1980,1,2,NA
2,2008,0,2,NA
2,2011,0,2,NA
1,1935,1,2,NA
2,1939,1,2,NA
1,1946,1,2,NA
2,1950,1,2,NA
2,1952,3,1,NA
1,1968,1,2,446.5
2,1971,1,2,140
2,1999,0,2,NA
2,2002,0,2,NA
1,1935,2,2,NA
2,1978,3,1,107.2
2,1997,5,1,NA
1,2003,0,1,NA
1,1982,1,2,440.6
2,1981,1,2,179.2
2,2014,0,2,NA
1,1985,1,2,496.2
2,1987,1,2,312
1,1942,1,1,35
2,1945,1,1,NA
2,1947,2,1,NA
1,1948,1,1,NA
2,1952,1,1,NA
1,1979,5,2,301.2
2,1981,5,2,NA
2,1953,2,1,NA
1,1941,1,2,NA
2,1945,1,2,NA
2,1940,2,1,NA
1,1964,1,2,548.3
2,1965,1,2,NA
2,1994,5,2,NA
2,1997,5,2,NA
1,1971,1,2,287.5
2,1971,1,1,NA
2,2009,0,1,NA
2,1947,2,2,NA
1,1938,1,1,NA
2,1942,1,1,NA
1,1942,2,1,NA
2,1947,2,1,NA
1,1955,1,1,NA
2,1957,1,1,NA
2,1937,2,1,NA
2,1943,2,1,NA
2,1945,2,1,NA
1,1930,1,1,NA
2,1936,1,1,NA
2,1937,2,1,20
1,1946,1,2,NA
2,1945,1,2,NA
1,1975,5,2,NA
2,1961,1,2,97.4
1,1947,1,2,NA
2,1981,5,2,208.3
1,1984,5,2,155
1,1987,5,2,NA
1,1960,1,2,1286.3
2,1960,1,2,NA
1,1988,5,1,NA
2,1994,5,2,NA
1,1940,1,1,NA
2,1947,1,1,NA
1,1974,1,1,80
2,1972,1,1,NA
2,2004,0,1,NA
1,2006,0,1,NA
1,1938,1,1,NA
2,1940,1,1,NA
1,1953,1,1,374.2
2,1957,1,1,NA
1,1967,5,1,213.3
2,1965,3,2,191.3
1,1991,5,2,51.2
1,1940,2,2,NA
1,1974,5,2,NA
1,1937,1,2,NA
2,1939,1,2,NA
1,1956,1,1,525
2,1957,1,1,NA
1,1932,1,1,NA
2,1933,1,1,NA
1,1955,1,2,NA
2,1958,1,2,NA
1,1945,1,1,73
2,1948,1,1,25
1,1973,5,1,NA
1,1949,1,2,NA
2,1952,1,2,NA
1,1976,1,2,377.5
2,1978,1,2,277.1
2,1936,2,2,NA
1,1938,2,2,NA
1,1946,2,1,NA
2,1939,2,1,NA
1,1933,1,1,NA
2,1936,1,1,NA
2,1955,2,2,NA
2,1937,2,2,NA
1,1957,1,2,NA
2,1961,1,2,NA
2,1984,5,1,NA
1,1987,5,2,NA
1,1986,5,1,NA
2,1965,2,1,NA
2,1994,5,1,126.6
2,1946,2,1,NA
1,1947,1,1,NA
2,1946,1,1,NA
2,1941,3,1,NA
2,1974,5,2,333.3
1,1957,1,2,NA
2,1956,1,2,124.5
1,1939,1,2,NA
2,1948,1,2,NA
1,1958,3,2,NA
1,1941,1,1,NA
2,1943,1,1,NA
1,1946,1,2,NA
2,1955,1,2,NA
1,1980,5,2,553.3
2,1946,2,1,10
2,1932,2,2,20
2,1946,3,1,NA
2,1981,5,2,NA
1,1981,5,2,190.4
2,1947,2,2,NA
2,1980,5,2,141.9
1,1964,1,1,NA
2,1961,1,1,90
2,1941,4,2,NA
2,1949,2,1,NA
2,1956,3,1,NA
1,1956,2,2,80
1,1940,1,2,NA
2,1945,1,2,NA
1,1945,1,2,NA
2,1947,1,2,NA
1,1956,1,2,288.1
2,1962,1,1,NA
1,1976,1,1,445
2,1977,1,1,353.3
1,2012,0,1,NA
2,2014,0,1,NA
1,1949,1,2,NA
2,1951,1,1,NA
1,1945,1,1,NA
2,1950,1,1,NA
2,1943,2,1,NA
2,1941,2,2,NA
1,1939,1,2,NA
2,1943,1,2,NA
2,1937,5,2,NA
2,1941,2,1,NA
1,1944,1,1,NA
2,1952,1,1,NA
1,1942,1,2,NA
2,1945,1,1,NA
1,1942,1,1,NA
2,1947,1,1,NA
1,1974,1,2,250
2,1972,1,1,173
1,2000,0,2,NA
2,2002,0,2,NA
1,1966,5,1,NA
2,1945,2,1,NA
1,1977,5,1,346
2,1947,2,1,NA
1,1951,1,1,170
2,1955,1,1,NA
1,1982,5,2,320
1,1954,1,1,160
2,1958,1,1,NA
1,1982,5,1,NA
2,1991,5,1,130
2,1945,2,1,30
2,1970,5,1,NA
1,1967,1,1,266.7
2,1975,1,1,180
2,1997,5,1,NA
2,1999,0,1,NA
1,1945,1,1,260
2,1946,1,1,NA
1,1958,1,2,NA
2,1961,1,2,NA
1,1959,1,1,365
2,1963,1,1,NA
1,1987,5,1,120
1,1988,1,1,250
2,1988,1,1,333.3
2,1951,2,2,NA
1,1954,1,1,NA
2,1958,1,1,NA
2,1982,5,1,250
1,1952,1,1,NA
2,1955,1,1,NA
1,1942,1,1,NA
2,1942,1,1,NA
2,1948,3,2,NA
2,1944,3,1,NA
1,1946,1,1,169.6
2,1946,1,1,20
1,1945,1,2,NA
2,1951,1,2,110
1,1952,5,2,NA
2,1951,3,1,NA
1,1949,2,2,NA
1,1994,5,2,NA
2,1933,2,2,NA
2,1971,3,2,NA
2,1950,3,2,NA
1,1936,1,1,NA
2,1939,1,1,NA
2,1942,2,1,NA
1,1929,1,1,NA
2,1933,1,1,NA
1,1947,1,1,NA
2,1950,1,1,140
2,1943,2,1,NA
1,1931,1,2,NA
2,1933,1,1,NA
2,1962,3,2,NA
2,1997,5,2,NA
1,1938,1,2,NA
2,1939,1,1,NA
2,1931,2,1,NA
2,1928,2,2,NA
2,1934,2,2,NA
1,1945,1,1,NA
2,1950,1,1,92
1,1979,1,2,291.6
2,1978,1,1,NA
1,2010,0,2,NA
2,2010,0,2,NA
2,1935,2,1,NA
1,1935,1,1,150
2,1938,1,1,NA
1,1943,4,2,NA
2,1939,2,1,40
1,1936,1,1,NA
2,1942,1,1,NA
1,1934,1,1,NA
2,1934,1,1,NA
1,1963,5,1,NA
2,1936,2,1,NA
1,1975,1,1,343.3
2,1978,1,1,NA
2,2002,0,1,NA
2,2004,0,1,NA
1,1976,1,2,388.5
2,1979,1,2,29.1
2,2012,0,2,NA
2,2012,0,2,NA
1,1932,1,1,NA
2,1940,1,1,NA
1,1935,1,2,NA
2,1933,1,2,NA
1,1947,1,1,NA
2,1951,1,1,NA
2,1984,1,1,255.8
1,1976,1,1,291.6
2,1950,2,1,208.3
1,1949,3,1,NA
1,1978,5,1,NA
1,1958,5,1,393
1,1964,1,1,NA
2,1966,1,1,NA
2,1989,5,2,NA
2,1991,5,1,NA
1,1993,5,1,NA
2,1943,2,1,NA
1,1957,1,1,259.5
2,1963,1,1,169.3
1,1946,1,2,248
2,1949,1,1,NA
2,1977,5,2,203.7
1,1939,1,2,NA
2,1944,1,1,NA
1,1977,1,2,372.3
2,1980,1,2,75
1,2009,0,2,NA
1,2011,0,2,NA
2,1969,3,2,130
2,1991,5,2,157.5
2,1994,5,2,NA
1,2009,0,2,NA
2,1939,3,1,NA
1,1979,5,2,312.8
2,1941,2,1,NA
1,1962,1,2,365.1
2,1966,1,2,NA
2,1937,2,1,NA
1,1951,1,1,150
2,1953,1,1,150
1,1977,1,1,NA
1,1981,1,1,483
2,1983,1,1,170
2,2015,0,2,NA
1,1976,1,2,312.4
2,1977,1,2,108
1,2010,0,2,NA
2,1944,2,2,NA
1,1975,5,2,190
1,1970,1,2,300
2,1973,1,2,NA
2,2003,0,2,NA
2,2004,0,2,NA
2,1943,5,2,NA
1,1948,1,2,NA
2,1949,1,2,NA
1,1953,1,1,NA
2,1962,1,1,219.3
1,1985,5,1,308.6
1,1936,1,2,NA
2,1939,1,2,NA
1,1945,1,2,NA
2,1946,1,2,NA
1,1973,5,2,NA
1,1975,5,2,NA
2,1936,2,2,NA
1,1962,5,2,NA
2,1959,2,1,NA
2,1935,2,2,NA
2,1945,2,1,NA
1,1998,0,1,NA
1,1934,1,1,NA
2,1940,1,1,NA
2,1933,2,1,NA
2,1933,2,1,NA
2,1933,2,1,NA
1,1962,3,2,NA
2,1938,2,2,NA
2,1932,2,2,NA
2,1934,2,2,NA
1,1942,2,2,NA
1,1957,3,2,84
2,1951,3,2,NA
1,1943,1,2,NA
2,1948,1,2,NA
1,1949,1,2,NA
2,1949,1,1,NA
1,1942,1,1,NA
2,1947,1,1,93
1,1944,1,1,130
2,1952,1,1,NA
1,1939,1,2,NA
2,1940,1,2,NA
2,1939,2,2,20
2,1968,3,2,NA
2,1993,5,2,NA
2,1996,5,2,NA
2,1974,5,2,200
2,1939,2,1,NA
2,1942,2,1,NA
2,1937,2,1,NA
1,1971,1,2,287.9
2,1976,1,2,84
1,2002,0,2,NA
1,2003,0,2,NA
1,1961,3,2,125
2,1938,2,1,NA
1,1961,1,1,218.3
2,1964,1,1,160
1,1991,5,1,NA
1,1961,1,2,674.6
2,1963,1,2,100
2,1995,5,2,128
1,1957,3,2,NA
1,1971,5,2,NA
1,1970,5,2,NA
2,1975,1,2,NA
1,1972,1,1,NA
1,1997,5,1,NA
1,2001,0,1,NA
1,2007,0,1,NA
2,2014,0,2,NA
1,1973,1,1,370.4
2,1973,1,1,160
2,2001,0,1,NA
1,2002,0,1,NA
1,1967,1,2,NA
2,1970,1,2,NA
2,1996,5,2,NA
1,1998,0,2,NA
1,1956,1,2,NA
2,1957,1,2,NA
2,1983,1,2,300
1,1985,5,2,NA
1,1986,1,2,258
2,2015,0,2,NA
1,1951,1,2,NA
2,1953,1,2,108.8
1,1982,5,2,167.6
1,1937,1,1,NA
2,1936,1,1,NA
1,1969,5,1,NA
2,1942,2,1,NA
2,1996,5,1,NA
2,1997,5,1,NA
2,1969,2,2,95
2,1993,5,1,210
2,1998,0,2,NA
2,1962,2,1,200
1,1996,5,1,NA
1,1965,1,2,491.6
2,1964,1,2,NA
2,1991,5,2,NA
1,1992,5,2,NA
2,1975,3,1,93
1,2000,0,1,NA
2,2004,0,1,NA
2,2008,0,1,NA
1,1953,1,1,NA
2,1956,1,1,NA
2,1924,2,1,NA
2,1939,2,1,NA
1,1973,5,1,NA
2,1957,2,2,NA
2,1936,2,1,NA
2,1934,2,1,NA
1,1939,4,2,NA
2,1938,2,1,NA
2,1938,2,1,NA
1,1939,1,1,NA
2,1940,1,1,NA
1,1942,1,1,20
2,1952,1,1,NA
1,1957,1,1,150
2,1961,1,1,138
2,1951,1,1,NA
1,1942,1,2,NA
2,1944,1,2,NA
1,1974,1,1,718.6
2,1978,1,1,NA
1,2003,0,1,NA
2,2004,0,1,NA
1,1941,1,1,NA
2,1944,1,1,NA
2,1948,4,2,NA
2,1951,3,2,76
1,1962,1,2,NA
2,1965,1,1,NA
2,1993,5,2,80
1,1990,5,2,306
1,1939,1,1,NA
2,1943,1,1,NA
2,1952,2,1,155
1,1977,1,2,NA
2,1981,1,2,250
1,2009,0,2,NA
1,2011,0,2,NA
2,1948,2,1,NA
2,1946,2,1,NA
2,1965,2,1,NA
1,1991,5,2,69.5
1,1997,5,2,NA
1,1959,3,2,NA
2,1946,2,1,65
1,1932,1,1,NA
2,1935,1,1,NA
1,1972,5,1,NA
2,1942,2,1,20
1,1944,1,2,NA
2,1947,1,1,NA
1,1969,5,1,154.5
2,1937,2,1,NA
1,1947,1,2,NA
2,1950,1,1,70.2
1,1991,5,1,227.9
1,1973,5,1,NA
2,1937,2,1,NA
1,1981,1,2,447.1
2,1983,1,2,165
2,2010,0,2,NA
1,2013,0,2,NA
1,1968,1,1,68
2,1968,1,1,108
1,1999,0,1,NA
1,1957,1,1,NA
2,1958,1,1,170
2,1985,1,1,0
1,1988,5,1,285
1,1980,1,1,375
1,2014,0,2,NA
1,1963,1,1,307.9
2,1946,1,1,NA
2,1931,2,1,NA
1,1950,1,1,152
2,1950,1,1,NA
1,1984,5,2,NA
1,1938,1,1,NA
2,1942,1,1,NA
2,1930,2,1,20
2,1950,1,1,20
1,1946,1,1,NA
1,1973,5,1,208
2,1965,1,1,NA
1,1998,0,2,NA
1,1957,1,2,356
1,1959,5,2,353
1,1926,1,2,NA
2,1932,1,1,NA
2,1943,2,1,NA
1,1962,1,2,515.3
2,1964,1,1,NA
1,2002,0,2,NA
1,1992,5,2,NA
1,1941,1,1,NA
2,1939,1,1,NA
1,1977,1,2,330.8
2,1976,1,2,189.1
2,2005,0,2,NA
2,2010,0,2,NA
1,2011,0,2,NA
1,1972,1,1,NA
2,1977,1,1,NA
1,2002,0,1,NA
2,2004,0,1,NA
2,1962,5,1,166.3
2,1965,2,1,NA
1,1960,3,1,245
2,1923,2,1,NA
2,1950,2,1,NA
2,1959,3,1,101.1
1,1983,5,1,169.6
1,1986,5,1,166.7
2,1939,2,1,NA
1,1983,5,2,188
1,1950,1,1,NA
2,1959,1,1,NA
2,1955,4,1,NA
2,1981,5,1,NA
1,1982,5,1,200
1,1966,1,1,383
2,1967,1,1,163.4
2,1994,5,1,NA
1,1981,1,2,281.2
2,1980,1,2,NA
1,2006,0,2,NA
2,2008,0,2,NA
2,1937,1,1,20
1,1937,1,1,NA
2,1946,1,2,NA
1,1969,1,2,241.7
2,1973,1,1,NA
1,2002,0,1,NA
2,2004,0,1,NA
2,1944,1,1,50
1,1970,1,2,510
2,1969,1,2,NA
2,1996,5,2,NA
1,2001,0,2,NA
1,1942,3,2,NA
2,1949,3,2,NA
1,1954,3,2,NA
1,1996,5,2,NA
1,1998,0,2,NA
2,2002,0,2,NA
2,1974,3,2,NA
1,1934,1,1,NA
2,1939,1,1,NA
1,1939,1,1,NA
2,1940,1,1,NA
1,1933,1,2,NA
2,1936,1,2,NA
1,1941,1,1,NA
2,1942,1,1,NA
1,1937,1,2,20
2,1939,1,2,NA
1,1939,1,1,NA
2,1943,1,1,NA
1,1941,1,1,NA
2,1945,1,1,NA
2,1940,2,2,NA
1,1942,1,1,NA
2,1948,1,1,NA
2,1946,2,1,NA
2,1948,2,2,20
1,1945,1,2,NA
2,1950,1,2,NA
1,1929,1,2,NA
2,1933,1,2,NA
1,1937,1,2,NA
2,1936,1,2,NA
2,1944,2,1,NA
1,1955,1,2,NA
2,1959,1,2,152.6
1,1932,6,2,NA
2,1941,2,2,NA
2,1948,2,1,NA
1,1963,1,1,NA
2,1965,1,1,NA
2,1994,5,1,NA
2,1933,2,2,NA
2,1937,2,1,NA
2,1933,2,1,NA
1,1940,1,1,NA
2,1941,1,1,20
1,1956,2,2,NA
2,1995,5,2,NA
1,1935,1,2,NA
2,1933,1,2,NA
2,1934,2,2,NA
2,1931,2,2,NA
1,1950,1,2,NA
2,1949,1,2,NA
2,1944,2,1,NA
2,1929,2,2,NA
1,1976,1,1,400
2,1977,1,1,NA
1,2000,0,1,NA
2,2008,0,1,NA
2,1963,3,1,30
1,2000,0,1,NA
2,1970,1,2,111.5
1,1946,1,1,NA
2,1949,1,1,NA
1,1960,1,2,280
2,1959,1,2,140
1,1941,1,1,NA
2,1945,1,1,NA
1,1971,4,2,NA
1,1980,1,2,NA
2,1982,1,2,168
2,2008,0,2,NA
2,2010,0,2,NA
1,1974,5,2,NA
1,1943,1,2,NA
2,1950,1,2,NA
1,1977,5,2,NA
1,1949,1,1,110
2,1956,1,1,NA
1,1926,1,1,NA
2,1927,1,1,NA
2,1955,5,1,NA
1,1974,1,2,NA
2,1983,1,2,NA
2,2007,0,2,NA
2,2009,0,2,NA
1,1935,1,1,NA
2,1938,1,1,NA
1,1976,1,1,260.5
2,1979,1,1,178.8
1,2006,0,1,NA
1,2009,0,1,NA
1,1943,1,1,NA
2,1944,1,1,30
1,1940,1,2,NA
2,1942,1,1,NA
1,1936,1,1,NA
2,1940,1,1,NA
2,1946,2,2,NA
1,1957,1,1,NA
2,1963,1,1,274.7
1,1991,5,1,NA
1,1948,3,1,NA
2,1954,3,2,NA
1,1980,5,2,NA
1,1935,3,2,NA
2,1942,3,1,NA
2,1945,2,1,NA
2,1937,2,1,NA
2,1942,4,1,NA
1,1943,1,1,NA
2,1949,1,1,20
1,1946,1,1,NA
2,1949,1,1,NA
2,1932,2,2,NA
1,1947,1,1,NA
2,1953,1,1,58.8
2,1934,2,2,NA
2,1938,2,2,NA
2,1939,2,1,NA
2,1936,2,2,NA
1,1939,4,2,NA
1,1940,1,2,NA
